NAME	cluster dominant cell type	supercluster for LDSC-SEG	X	Y
1178	CD8+ PD1+ T cell	NK/T	3.8921084815518445	-3.2948050752673637
1179	CD8+ PD1+ T cell	NK/T	3.982507011238383	-4.226106880080088
1180	CD4+ T cell	NK/T	8.139440926795793	-2.793915018879607
1181	CD8+ CXCR4+ T cell	NK/T	4.502713779213253	-4.077044614337586
1182	CD8+ PD1+ T cell	NK/T	4.701507856391357	-4.868391163320316
1183	CD8+ PD1+ T cell	NK/T	4.873017834911981	-5.234164520250098
1184	CD8+ CXCR4+ T cell	NK/T	4.1320900532822575	-4.1948261388087875
1185	CD8+ PD1+ T cell	NK/T	3.541283922989002	-4.108787381124863
1186	CD8+ CXCR4+ T cell	NK/T	4.692627311126918	-4.825202393688162
1187	CD8+ CXCR4+ T cell	NK/T	3.6976607928422536	-4.32037458398036
1188	CD4+ T cell	NK/T	7.138858473748205	-3.3926335903143094
1189	CD8+ PD1+ T cell	NK/T	3.822463548328146	-3.149841815455886
1190	CD8+ PD1+ T cell	NK/T	3.925422147494071	-3.186024443664257
1191	CD4+ Treg cell	NK/T	8.741105529596593	-4.547954898338936
1192	CD4+ T cell	NK/T	8.084652412067497	-3.5452774283873887
1193	CD4+ Treg cell	NK/T	3.806579716501601	-3.866448204772188
1194	CD8+ PD1+ T cell	NK/T	3.815485098069358	-4.1925006084740915
1195	CD8+ PD1+ T cell	NK/T	4.921953963309348	-4.226441633583779
1196	CD8+ CXCR4+ T cell	NK/T	4.936515580348648	-5.322639368923507
1197	CD16+ NK cell	NK/T	3.0900386905593074	-6.640483442219891
1198	CD8+ PD1+ T cell	NK/T	4.161457048734948	-3.1369299723981925
1199	CD8+ GNLY+ T cell	NK/T	3.4610003034614363	-6.198905781885596
1200	prostate cancer cell	prostate cancer	-5.1647096545404105	-18.184513337073067
1201	prostate cancer cell	prostate cancer	-5.328069578868517	-18.34763356935444
1202	prostate cancer cell	prostate cancer	-5.224042106956171	-18.243341980460876
1203	prostate cancer cell	prostate cancer	-5.252535726544278	-18.271852797682484
1204	prostate cancer cell	prostate cancer	-5.257368649972515	-18.277079493469937
1205	prostate cancer cell	prostate cancer	-5.2321627130042785	-18.251440410914377
1206	prostate cancer cell	prostate cancer	-5.2280141096029595	-18.247337884026436
1207	prostate cancer cell	prostate cancer	-5.315019038908918	-18.334490408203507
1208	prostate cancer cell	prostate cancer	-5.190991536452377	-18.210760302672096
1209	prostate cancer cell	prostate cancer	-5.118723067711681	-18.138515245688723
1210	prostate cancer cell	prostate cancer	-5.154580975084896	-18.174310902963963
1211	prostate cancer cell	prostate cancer	-5.31224021139195	-18.33166125438282
1212	prostate cancer cell	prostate cancer	-5.191339596266255	-18.211113887387757
1213	prostate cancer cell	prostate cancer	-5.26527355028809	-18.284592362367878
1214	prostate cancer cell	prostate cancer	-5.246866962216077	-18.26624664515902
1215	prostate cancer cell	prostate cancer	-5.360998359520452	-18.380732111091476
1216	prostate cancer cell	prostate cancer	-5.269189014123432	-18.288675694302153
1217	prostate cancer cell	prostate cancer	-5.179524467845337	-18.198908469374953
1218	prostate cancer cell	prostate cancer	-5.082766856277088	-18.10036963309023
1219	prostate cancer cell	prostate cancer	-5.246629867343828	-18.270223464435123
1220	prostate cancer cell	prostate cancer	-5.1816950012694125	-18.199450443741743
1221	prostate cancer cell	prostate cancer	-5.116326176625393	-18.134129181901383
1222	prostate cancer cell	prostate cancer	-5.273824139109074	-18.291537880414115
1223	prostate cancer cell	prostate cancer	4.0319790014541	3.4547471760330795
1224	prostate cancer cell	prostate cancer	-5.225894675181755	-18.244764884057496
1225	prostate cancer cell	prostate cancer	-5.2696689486862125	-18.289518296888097
1226	CD4+ T cell	NK/T	7.0084239448741465	-3.197272424316047
1227	CD4+ T cell	NK/T	8.00063098380023	-4.886859961874542
1228	CD4+ T cell	NK/T	8.234694479879954	-1.9469721133301783
1229	CD4+ T cell	NK/T	6.897734553881468	-2.556559201467523
1230	CD8+ PD1+ T cell	NK/T	4.040592933380012	-3.980305734496743
1231	CD4+ T cell	NK/T	6.583691361283888	-2.9898801493395255
1232	macrophage	monocyte/macrophage	-3.0946757213332314	-2.647603029679267
1233	CD14+ monocyte	monocyte/macrophage	-3.984799053418665	-1.004046581911652
1234	CD4+ T cell	NK/T	7.256012268431337	-2.9829609576060085
1235	CD4+ T cell	NK/T	7.480176278240764	-3.882065359589991
1236	CD4+ T cell	NK/T	8.226056016962147	-3.1278160726053716
1237	CD4+ T cell	NK/T	7.504982149340355	-1.3043180005789916
1238	CD8+ PD1+ T cell	NK/T	4.250489766399085	-3.7516272266554207
1239	CD4+ T cell	NK/T	7.769688855188607	-4.102406963027449
1240	CD4+ T cell	NK/T	7.726171156539112	-3.027643452414884
1241	CD4+ T cell	NK/T	7.642099678534529	-1.9086696950537025
1242	CD8+ GNLY+ T cell	NK/T	2.7240321393440636	-5.151109824202143
1243	CD4+ T cell	NK/T	7.471984675974389	-2.0506456543227927
1244	CD4+ T cell	NK/T	7.168675743467392	-2.352321255608741
1245	CD16+ NK cell	NK/T	2.8785521031364576	-6.862893357362996
1246	CD4+ T cell	NK/T	7.24313493792196	-2.8685506089128117
1247	CD4+ T cell	NK/T	7.087096073647857	-2.4467848578048876
1248	CD4+ T cell	NK/T	8.231314509506719	-3.823839457266618
1249	B cell	B lineage	-8.246219615122246	-12.01257186754784
1250	B cell	B lineage	-8.96332959247845	-12.098063464623678
1251	CD4+ T cell	NK/T	7.505836437492136	-2.9892940507966577
1252	B cell	B lineage	0.9311966270401961	-16.779874660270355
1253	CD4+ T cell	NK/T	6.810153396517962	-3.1560834162951443
1254	CD4+ Treg cell	NK/T	8.832439103928298	-4.657902179897787
1255	CD4+ T cell	NK/T	4.023446628918219	-3.6307851388117554
1256	CD4+ T cell	NK/T	6.652112365265528	-1.5235099038667685
1257	CD4+ T cell	NK/T	6.59267272132645	-3.5093003975249677
1258	CD4+ T cell	NK/T	6.578998045522657	-1.5018551801876046
1259	B cell	B lineage	-8.687134928258411	-11.947362647365612
1260	CD4+ T cell	NK/T	7.006556357592066	-2.525218363892066
1261	CD4+ T cell	NK/T	7.447680856371569	-1.7925538863286659
1262	CD8+ PD1+ T cell	NK/T	4.508791819859629	-3.727646444516741
1263	CD14+ monocyte	monocyte/macrophage	-3.910987973625841	-1.0872864472597885
1264	CD4+ T cell	NK/T	7.52523854374425	-3.0350073242884226
1265	B cell	B lineage	-9.464327563144465	-11.698023752974862
1266	prostate cancer cell	prostate cancer	5.199336722855942	5.95355722824805
1267	prostate cancer cell	prostate cancer	4.621013627549895	4.029785367778858
1268	prostate cancer cell	prostate cancer	8.239047716729814	9.268544804114436
1269	prostate cancer cell	prostate cancer	5.004816020398568	6.136176809040048
1270	prostate cancer cell	prostate cancer	4.943838287038306	5.820649981608662
1271	prostate cancer cell	prostate cancer	4.955893506219868	5.969413685294944
1272	prostate cancer cell	prostate cancer	6.336885755145159	4.205996468560951
1273	prostate cancer cell	prostate cancer	5.246129329621634	6.376206321363222
1274	prostate cancer cell	prostate cancer	5.127702839944082	5.540453443218089
1275	prostate cancer cell	prostate cancer	4.851684788752548	6.308547376630033
1276	prostate cancer cell	prostate cancer	9.550505140556895	5.7537604086701535
1277	prostate cancer cell	prostate cancer	9.545863135761309	6.7803574220012965
1278	prostate cancer cell	prostate cancer	9.939882678875668	6.127422813096931
1279	prostate cancer cell	prostate cancer	9.765391000708084	5.912195060129706
1280	prostate cancer cell	prostate cancer	8.67178030697604	5.570032040004461
1281	prostate cancer cell	prostate cancer	9.453801823080864	6.950691853374465
1282	prostate cancer cell	prostate cancer	9.860420291836332	6.0383352907371215
1283	prostate cancer cell	prostate cancer	9.726874335625588	6.535211960044704
1284	prostate cancer cell	prostate cancer	9.480284630373493	6.530340706210367
1285	prostate cancer cell	prostate cancer	9.207390018349606	6.317166447470068
1286	prostate cancer cell	prostate cancer	10.023031346467054	6.411474909686609
1287	prostate cancer cell	prostate cancer	9.815187040632448	6.61395997231992
1288	prostate cancer cell	prostate cancer	9.888534660363783	6.136949622712756
1289	prostate cancer cell	prostate cancer	9.510369245031368	5.914466130130442
1290	prostate cancer cell	prostate cancer	9.596420510304622	6.353849778445262
1291	prostate cancer cell	prostate cancer	9.2612684097741	6.463272090298341
1292	prostate cancer cell	prostate cancer	9.638045292719832	6.793503472118259
1293	prostate cancer cell	prostate cancer	9.986813898208002	5.727321440536073
1294	CD4+ T cell	NK/T	6.6842874217125186	-1.332859087683643
1295	prostate cancer cell	prostate cancer	9.817700389887086	6.398206570487181
1296	prostate cancer cell	prostate cancer	9.28954715781156	6.854049019681851
1297	prostate cancer cell	prostate cancer	-2.0839248955166623	16.023925899933662
1298	prostate cancer cell	prostate cancer	9.77664676381197	6.673598141535539
1299	prostate cancer cell	prostate cancer	9.83431749021588	5.6024133334461865
1300	prostate cancer cell	prostate cancer	9.195159620599014	6.191147740798323
1301	prostate cancer cell	prostate cancer	9.247518223793673	6.3268131483018095
1302	prostate cancer cell	prostate cancer	9.59760219314534	5.780043605735218
1303	prostate cancer cell	prostate cancer	10.072643961622425	5.8997009185462534
1304	prostate cancer cell	prostate cancer	9.439129926656323	6.6630378413684745
1305	prostate cancer cell	prostate cancer	9.943184657988551	6.580344955551487
1306	prostate cancer cell	prostate cancer	9.486560058404335	6.3224209842521795
1307	prostate cancer cell	prostate cancer	9.422007214374487	6.818046688097272
1308	prostate cancer cell	prostate cancer	9.920527794148661	6.115215307547588
1309	prostate cancer cell	prostate cancer	9.350150747690408	6.752847280612979
1310	prostate cancer cell	prostate cancer	9.809981363737794	5.769353714781399
1311	prostate cancer cell	prostate cancer	9.226481655958496	6.303855640069058
1312	prostate cancer cell	prostate cancer	8.985150524512393	5.7650305158907695
1313	prostate cancer cell	prostate cancer	9.224927816796452	6.398410647005777
1314	prostate cancer cell	prostate cancer	9.1358721392241	5.964660139402863
1315	prostate cancer cell	prostate cancer	9.291246485975556	6.655148730088767
1316	prostate cancer cell	prostate cancer	9.831046171882114	6.5395080003452435
1317	prostate cancer cell	prostate cancer	9.98144739851617	6.381722369390145
1318	prostate cancer cell	prostate cancer	9.937490099946242	6.102736359944524
1319	prostate cancer cell	prostate cancer	10.083837816068705	5.942259188164002
1320	prostate cancer cell	prostate cancer	9.27421992499363	5.725479588674835
1321	prostate cancer cell	prostate cancer	9.79230787963609	6.467917513720494
1322	prostate cancer cell	prostate cancer	4.403905617551971	3.458563661857521
1323	prostate cancer cell	prostate cancer	9.856519149976945	5.602946789680814
1324	prostate cancer cell	prostate cancer	6.7428508322180996	3.2637064937937867
1325	prostate cancer cell	prostate cancer	9.387281780801654	6.265973645648042
1326	prostate cancer cell	prostate cancer	9.826797251251321	5.988829588730315
1327	prostate cancer cell	prostate cancer	9.329753409039986	6.015760235685747
1328	prostate cancer cell	prostate cancer	9.703671854894393	6.681209470201443
1329	prostate cancer cell	prostate cancer	9.64025630874861	6.501965791734596
1330	prostate cancer cell	prostate cancer	10.000135391430225	5.739990126097222
1331	prostate cancer cell	prostate cancer	10.07906813597329	5.740284134159994
1332	prostate cancer cell	prostate cancer	9.70037171620676	6.6081033834542104
1333	prostate cancer cell	prostate cancer	9.537941904885045	6.332006553060911
1334	prostate cancer cell	prostate cancer	9.836021813861299	5.641862502891737
1335	prostate cancer cell	prostate cancer	9.354422710143828	6.492960370176485
1336	prostate cancer cell	prostate cancer	10.132771430601432	5.973250660454349
1337	prostate cancer cell	prostate cancer	9.905362465967748	6.212875829559119
1338	prostate cancer cell	prostate cancer	9.968564792890922	5.887142675601467
1339	prostate cancer cell	prostate cancer	9.723124161740229	5.750694003759008
1340	prostate cancer cell	prostate cancer	9.183644879169531	6.409103377507977
1341	prostate cancer cell	prostate cancer	10.117375813410982	5.871383991623388
1342	prostate cancer cell	prostate cancer	9.804804436373955	6.083815717170662
1343	prostate cancer cell	prostate cancer	10.053547488282055	6.3076718207996905
1344	prostate cancer cell	prostate cancer	9.806286495739377	5.640506000975687
1345	prostate cancer cell	prostate cancer	9.642799371333414	6.756925337119263
1346	prostate cancer cell	prostate cancer	9.42549196903456	5.865782035973167
1347	prostate cancer cell	prostate cancer	9.404857383549682	6.5793051608691755
1348	prostate cancer cell	prostate cancer	9.816036002522925	6.745487804135784
1349	prostate cancer cell	prostate cancer	9.014358969924736	6.071518510195045
1350	prostate cancer cell	prostate cancer	9.704655394519559	5.855185969969602
1351	prostate cancer cell	prostate cancer	9.219040365602172	6.500980988365807
1352	prostate cancer cell	prostate cancer	9.86212543824687	6.475200287084617
1353	prostate cancer cell	prostate cancer	9.364536225421137	5.75688238538315
1354	prostate cancer cell	prostate cancer	9.378783760748671	6.288064811981508
1355	prostate cancer cell	prostate cancer	9.234623168669533	6.334399593042269
1356	prostate cancer cell	prostate cancer	9.986448312862692	5.807070195776651
1357	prostate cancer cell	prostate cancer	9.400953530096984	6.09487446581841
1358	prostate cancer cell	prostate cancer	9.749405696037263	5.949885433723624
1359	prostate cancer cell	prostate cancer	9.547996330218709	6.0492686706993375
1360	prostate cancer cell	prostate cancer	9.712429854421396	5.986156749928755
1361	prostate cancer cell	prostate cancer	9.6162951309351	6.115181883704031
1362	prostate cancer cell	prostate cancer	9.697706413179162	5.711307254328382
1363	prostate cancer cell	prostate cancer	9.659474549423704	5.750198057732382
1364	prostate cancer cell	prostate cancer	9.77128550734911	5.9948906872013765
1365	prostate cancer cell	prostate cancer	9.644826861750577	5.907041417143871
1366	prostate cancer cell	prostate cancer	9.225639203986583	6.514094069460997
1367	prostate cancer cell	prostate cancer	9.772606331155252	5.58789976972878
1368	prostate cancer cell	prostate cancer	9.883426587221782	5.785407471670672
1369	prostate cancer cell	prostate cancer	9.142140986953784	6.255713750568084
1370	prostate cancer cell	prostate cancer	9.579217424107457	6.322943759913169
1371	prostate cancer cell	prostate cancer	9.499485334886309	6.143494597394506
1372	prostate cancer cell	prostate cancer	9.846038320973143	5.5911431447802915
1373	CD4+ T cell	NK/T	8.185281223612998	-4.499641408343157
1374	CD4+ T cell	NK/T	7.126598773106412	-3.547531559651662
1375	CD8+ CXCR4+ T cell	NK/T	5.357625197048474	-3.904763429582292
1376	CD8+ GNLY+ T cell	NK/T	3.175122373470399	-5.964024748059192
1377	B cell	B lineage	-8.679592403354373	-11.641045014703995
1378	CD4+ T cell	NK/T	6.512901746165721	-1.6478706391186921
1379	CD8+ GNLY+ T cell	NK/T	2.096683892176863	-5.050338684188715
1380	CD4+ T cell	NK/T	7.25406514444879	-3.6963265448548803
1381	CD4+ T cell	NK/T	6.479223274267243	-2.8458219309312747
1382	CD8+ GNLY+ T cell	NK/T	2.1280666356900335	-5.025401277111232
1383	CD8+ CXCR4+ T cell	NK/T	6.602692819302558	-3.519285838269339
1384	CD4+ T cell	NK/T	6.334077837236485	-2.779442299947541
1385	CD4+ T cell	NK/T	8.292182314528464	-3.118181792090304
1386	CD4+ T cell	NK/T	7.326249101720975	-3.058835668995952
1387	CD4+ T cell	NK/T	6.4413720692429965	-2.36390333815516
1388	CD14+ monocyte	monocyte/macrophage	-4.260801865217521	-0.5749291726799682
1389	CD16+ NK cell	NK/T	3.028348365107996	-6.944584411953166
1390	CD16+ NK cell	NK/T	2.957498061742797	-6.46597334266041
1391	CD4+ T cell	NK/T	7.872019827530152	-2.898287778620353
1392	CD8+ CXCR4+ T cell	NK/T	4.879250717881703	-3.349656358211627
1393	CD8+ CXCR4+ T cell	NK/T	7.283900717995783	-2.617059800792953
1394	CD4+ T cell	NK/T	6.297458090103814	-3.070601586341593
1395	CD8+ GNLY+ T cell	NK/T	3.5328542280377007	-5.9093913024431775
1396	CD4+ Treg cell	NK/T	8.30558362333002	-4.913783068452624
1397	CD14+ monocyte	monocyte/macrophage	-8.185611836319826	-4.151318051574596
1398	CD4+ Treg cell	NK/T	8.487178470279005	-4.633005762171205
1399	CD8+ GNLY+ T cell	NK/T	2.121667881851873	-5.088907703997048
1400	CD8+ CXCR4+ T cell	NK/T	5.925795031181463	-3.2071870645131138
1401	B cell	B lineage	-8.305994439765307	-11.648457591158877
1402	CD8+ CXCR4+ T cell	NK/T	4.612975596037109	-5.1086329406569035
1403	CD4+ T cell	NK/T	6.175531097605679	-3.5033527241769042
1404	CD4+ T cell	NK/T	6.896027418274087	-1.6657112658944713
1405	B cell	B lineage	-8.422723008778922	-12.083329659219476
1406	CD16+ NK cell	NK/T	3.0808954784235554	-6.521072369348703
1407	CD4+ T cell	NK/T	8.212303218780141	-2.5448561020789597
1408	CD4+ T cell	NK/T	6.585210383672139	-3.1480125098662537
1409	CD8+ GNLY+ T cell	NK/T	3.437919360882072	-6.183522443026957
1410	CD8+ GNLY+ T cell	NK/T	2.001596499225812	-5.035445514476448
1411	CD14+ monocyte	monocyte/macrophage	-4.470076342275363	-0.29398758650662415
1412	CD8+ GNLY+ T cell	NK/T	2.0228216947992443	-5.033745613467179
1413	B cell	B lineage	-9.81110025026681	-11.914738437741079
1414	CD4+ T cell	NK/T	7.289169697472125	-3.001744833998365
1415	CD8+ GNLY+ T cell	NK/T	4.477839404701066	-5.12348105333556
1416	CD8+ PD1+ T cell	NK/T	5.335025120464404	-4.285230006782217
1417	CD4+ T cell	NK/T	6.735290953185225	-2.9469213018310194
1418	CD8+ CXCR4+ T cell	NK/T	6.128832662341177	-3.564356219994361
1419	CD8+ CXCR4+ T cell	NK/T	4.564457567584132	-3.5647431541145416
1420	CD8+ CXCR4+ T cell	NK/T	5.178562662477033	-4.026313574030068
1421	CD4+ T cell	NK/T	6.376504036501889	-3.61686187138845
1422	CD4+ Treg cell	NK/T	8.290444595837029	-4.461536169900068
1423	CD4+ T cell	NK/T	6.089607638514987	-2.8001972327882667
1424	CD4+ T cell	NK/T	6.678036261849521	-2.9938579945237853
1425	CD4+ T cell	NK/T	5.398404258792025	-3.388522052437878
1426	CD4+ T cell	NK/T	7.062405225668361	-3.368129298988044
1427	CD8+ CXCR4+ T cell	NK/T	5.79786411844648	-3.419722297889858
1428	CD8+ CXCR4+ T cell	NK/T	5.454872130051283	-3.349867301081939
1429	CD4+ T cell	NK/T	5.332108096918675	-3.9190800337497365
1430	CD16+ monocyte	monocyte/macrophage	-8.96997120799891	-5.011884503588111
1431	CD4+ T cell	NK/T	6.044625171390998	-2.594998366506802
1432	macrophage	monocyte/macrophage	-3.104676318234496	-2.615454381726508
1433	CD8+ CXCR4+ T cell	NK/T	5.756132772537006	-4.2313867934433524
1434	CD8+ CXCR4+ T cell	NK/T	7.031951775208721	-1.7850391914955774
1435	CD4+ T cell	NK/T	6.840117680806128	-1.8696414260538678
1436	CD8+ CXCR4+ T cell	NK/T	4.390910349085706	-3.3159777191142785
1437	CD16+ NK cell	NK/T	2.9967692176070164	-6.631171653247932
1438	macrophage	monocyte/macrophage	-3.130247555862714	-2.6293345555202983
1439	CD8+ CXCR4+ T cell	NK/T	4.324173009502067	-4.524774187275722
1440	CD4+ T cell	NK/T	6.526560581368233	-3.2224356045097395
1441	CD8+ GNLY+ T cell	NK/T	2.16759489583657	-4.976197463961605
1442	CD8+ GNLY+ T cell	NK/T	2.067474231590495	-5.141724987323692
1443	CD4+ T cell	NK/T	7.3917047578128035	-3.6172424349654797
1444	CD4+ T cell	NK/T	8.105557354091488	-2.624264543546933
1445	CD8+ GNLY+ T cell	NK/T	3.611739686089693	-6.036019499881993
1446	CD16+ NK cell	NK/T	2.967159652996506	-6.4271611920786125
1447	CD4+ T cell	NK/T	6.940503913065782	-1.765450269310939
1448	CD8+ CXCR4+ T cell	NK/T	2.0418159302123144	-5.097875294686505
1449	CD4+ T cell	NK/T	5.666598594322041	-3.263072618008743
1450	CD4+ T cell	NK/T	6.870960899298145	-1.8873320354686365
1451	CD4+ T cell	NK/T	6.404618865993529	-2.441885850753243
1452	CD4+ T cell	NK/T	6.525449520830012	-2.72575346255229
1453	CD16+ NK cell	NK/T	3.1465424298865425	-6.729872088287259
1454	CD4+ T cell	NK/T	6.363311754955767	-2.210475411695395
1455	macrophage	monocyte/macrophage	-3.2298160947116945	-2.5070036996613276
1456	CD4+ T cell	NK/T	6.992508252058377	-1.7763285652541816
1457	CD4+ T cell	NK/T	6.047022935795846	-3.2655987861999
1458	CD4+ T cell	NK/T	6.736155720065512	-1.3966958234024511
1459	CD16+ NK cell	NK/T	3.118898969363223	-6.345187302106533
1460	CD8+ CXCR4+ T cell	NK/T	7.045122975412347	-2.5201082755879463
1461	CD8+ CXCR4+ T cell	NK/T	5.43043949332408	-3.7255610165006803
1462	prostate cancer cell	prostate cancer	-2.127494630916401	15.844649780789807
1463	prostate cancer cell	prostate cancer	-2.2381549335817974	15.780813797740917
1464	prostate cancer cell	prostate cancer	-1.830066780544607	15.850702225820866
1465	macrophage	monocyte/macrophage	-3.186091519632615	-2.5556797186664735
1466	prostate cancer cell	prostate cancer	-1.8144722774749065	15.839919066633366
1467	prostate cancer cell	prostate cancer	-1.5357793568185398	15.952455143243101
1468	prostate cancer cell	prostate cancer	-1.8331516605425064	16.08817928065118
1469	prostate cancer cell	prostate cancer	-1.7807271987759625	15.733888702187555
1470	prostate cancer cell	prostate cancer	-2.222815612611967	15.84882555411343
1471	prostate cancer cell	prostate cancer	-1.99837473075714	15.768196106682707
1472	prostate cancer cell	prostate cancer	-2.0865600953800123	15.977081898288931
1473	prostate cancer cell	prostate cancer	-1.896745582989395	16.51733714531738
1474	prostate cancer cell	prostate cancer	-1.8764606394638785	15.795744280161744
1475	prostate cancer cell	prostate cancer	-1.4588823759701053	16.565102711570205
1476	prostate cancer cell	prostate cancer	-2.222216056018119	15.991631089845425
1477	prostate cancer cell	prostate cancer	-1.6664683775786084	16.03547366585667
1478	prostate cancer cell	prostate cancer	-1.8766357272123813	15.862923562844395
1479	prostate cancer cell	prostate cancer	-1.8735956414186092	16.064528488269072
1480	prostate cancer cell	prostate cancer	-1.681000804435414	16.02158213099196
1481	prostate cancer cell	prostate cancer	-2.111539809985761	15.688496191696233
1482	prostate cancer cell	prostate cancer	-1.9230462432484616	16.198623412560195
1483	prostate cancer cell	prostate cancer	-1.9580650563222974	16.53934104603845
1484	prostate cancer cell	prostate cancer	-1.9921335740727621	15.73230211738103
1485	prostate cancer cell	prostate cancer	-1.909692480166623	16.361455689923815
1486	prostate cancer cell	prostate cancer	-2.1596737889407795	16.12312824143825
1487	prostate cancer cell	prostate cancer	-1.8085022540643627	16.57083634287711
1488	prostate cancer cell	prostate cancer	-1.9829727729547755	16.539224949664575
1489	prostate cancer cell	prostate cancer	-2.005914622895567	16.492046111124054
1490	prostate cancer cell	prostate cancer	-1.2502251443473993	16.56231173279044
1491	prostate cancer cell	prostate cancer	-1.9106634049148195	15.965152579108254
1492	prostate cancer cell	prostate cancer	-2.089010776634147	16.158868951731733
1493	prostate cancer cell	prostate cancer	-1.539631343156121	15.740866265501944
1494	prostate cancer cell	prostate cancer	-2.009106060028631	15.816919916533736
1495	prostate cancer cell	prostate cancer	-2.131754110812731	15.6693710613277
1496	prostate cancer cell	prostate cancer	-1.5179500666363457	15.833499893303246
1497	prostate cancer cell	prostate cancer	-1.3460031011111095	16.541155089968584
1498	prostate cancer cell	prostate cancer	-1.598897105824103	16.159484600928646
1499	prostate cancer cell	prostate cancer	-2.1007701566101313	15.939217062771986
1500	prostate cancer cell	prostate cancer	-1.437084422768831	16.299806133900834
1501	prostate cancer cell	prostate cancer	-2.068948328576391	15.627756909138915
1502	prostate cancer cell	prostate cancer	-1.5634159666724543	16.61322808872877
1503	prostate cancer cell	prostate cancer	-2.0879350583232097	15.629938592573724
1504	prostate cancer cell	prostate cancer	-2.0624441172868737	15.60484163842303
1505	prostate cancer cell	prostate cancer	-1.896309406734779	16.425208627748535
1506	prostate cancer cell	prostate cancer	-1.6869637204345462	15.65052729924499
1507	prostate cancer cell	prostate cancer	-1.4856474410228395	16.141954701333873
1508	prostate cancer cell	prostate cancer	-2.03848575435496	15.854904856128163
1509	prostate cancer cell	prostate cancer	-1.4261219036555501	16.568337497385624
1510	prostate cancer cell	prostate cancer	-1.5719214500117373	16.087244988372913
1511	prostate cancer cell	prostate cancer	-1.7136169095942577	15.867631669253955
1512	prostate cancer cell	prostate cancer	-2.0244816525926344	15.92033549573774
1513	prostate cancer cell	prostate cancer	-2.0670068242008615	15.963301159763558
1514	prostate cancer cell	prostate cancer	-2.106312480670694	15.643273820373471
1515	prostate cancer cell	prostate cancer	-2.1585665318599747	15.62643921351758
1516	prostate cancer cell	prostate cancer	-1.9082834544542338	15.840212251658079
1517	prostate cancer cell	prostate cancer	-2.0575563925682006	16.402339781710253
1518	prostate cancer cell	prostate cancer	-2.00837027632879	16.28648376549145
1519	prostate cancer cell	prostate cancer	-1.4186885544468142	16.54324831912428
1520	prostate cancer cell	prostate cancer	-1.7109446838311746	15.921670338013124
1521	prostate cancer cell	prostate cancer	-1.5524576915271087	16.36561785667827
1522	prostate cancer cell	prostate cancer	-1.9478129000426545	16.01682752796909
1523	prostate cancer cell	prostate cancer	-1.9513716950976765	16.562012402267584
1524	prostate cancer cell	prostate cancer	-1.5185090599667936	16.5113530689377
1525	prostate cancer cell	prostate cancer	-1.3545085360650144	16.34138282143154
1526	prostate cancer cell	prostate cancer	-1.7474240683673166	15.976600487517528
1527	prostate cancer cell	prostate cancer	-1.9836695266781104	16.152473103638226
1528	prostate cancer cell	prostate cancer	-1.965720670853932	15.79181960901965
1529	prostate cancer cell	prostate cancer	-1.3168907815315665	16.58898853391919
1530	prostate cancer cell	prostate cancer	-1.3670086455000017	16.557097859150634
1531	prostate cancer cell	prostate cancer	-1.4288514048434626	16.463904835565085
1532	prostate cancer cell	prostate cancer	-1.5784017798713905	16.5341186362949
1533	prostate cancer cell	prostate cancer	-2.1148419644796363	16.03316596352697
1534	prostate cancer cell	prostate cancer	-1.8114530451681723	15.948454353601223
1535	prostate cancer cell	prostate cancer	-1.9753169888826767	15.926211718732707
1536	prostate cancer cell	prostate cancer	-1.7625921301087626	16.152439153713118
1537	prostate cancer cell	prostate cancer	-2.058065696258128	16.502100254320084
1538	prostate cancer cell	prostate cancer	-1.8739602766496377	15.980074222125468
1539	CD4+ T cell	NK/T	6.504016062850725	-2.0172541024709965
1540	CD16+ NK cell	NK/T	2.898177808310025	-6.724659886129407
1541	plasma cell	B lineage	1.0873835794845135	-16.76249120184645
1542	CD8+ CXCR4+ T cell	NK/T	5.589461007819743	-3.835894568772401
1543	CD14+ monocyte	monocyte/macrophage	-7.962195982799791	-4.150660633524824
1544	CD4+ T cell	NK/T	7.137415442007377	-3.2972139812239156
1545	CD8+ CXCR4+ T cell	NK/T	5.402219336328392	-3.7637241340415
1546	CD4+ Treg cell	NK/T	8.316328655666743	-4.97968338792776
1547	macrophage	monocyte/macrophage	-3.3161039449861565	-2.3724626042234473
1548	CD16+ NK cell	NK/T	3.021690222468009	-6.33280790832371
1549	CD4+ Treg cell	NK/T	8.213084378815468	-4.944839288104069
1550	CD16+ monocyte	monocyte/macrophage	-8.921345191151858	-5.058513496892841
1551	CD4+ T cell	NK/T	7.187116033046651	-2.749800768598805
1552	CD4+ T cell	NK/T	7.137622764788166	-2.6355163693463393
1553	CD8+ CXCR4+ T cell	NK/T	5.07864810023841	-4.738484118657453
1554	CD4+ T cell	NK/T	6.82185720632248	-2.0205307252542806
1555	CD4+ T cell	NK/T	6.226852602175468	-2.2577049737075368
1556	CD4+ T cell	NK/T	6.8789612743781365	-2.8178902861849737
1557	CD8+ CXCR4+ T cell	NK/T	5.18489157945323	-3.8211242202171576
1558	CD16+ monocyte	monocyte/macrophage	-8.950557930115231	-4.661578109113368
1559	CD4+ T cell	NK/T	6.217931121143438	-2.4193676899914194
1560	CD4+ T cell	NK/T	6.539158268674715	-2.9042080662109178
1561	CD4+ T cell	NK/T	7.15333726094188	-2.6803174931055898
